"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202307","2호선","신림","213","7","38562","4241","71198","18015","189377","27062","271328","44173","162679","43933","90563","42143","75294","45200","80791","51021","75352","56961","68425","62604","66842","77629","72667","95520","76586","128310","78696","218566","53488","192340","45740","123032","44056","117587","37558","110721","21769","73264","4409","21070","8","617","0","0","0","0","20230803"
"202307","2호선","신설동","49","0","1375","363","1650","1907","4686","4754","8215","12602","5211","8670","4822","7240","6300","7002","7495","6989","7007","7663","7513","6186","8199","5503","8510","5082","11640","5705","11810","7325","5557","5560","3635","3837","3948","3264","1918","3168","727","2197","115","733","0","126","0","0","0","0","20230803"
"202307","2호선","신정네거리","63","1","8661","1008","18060","2909","49247","4894","44336","11274","23781","8402","16911","7686","15299","9358","15678","10885","14489","12077","12500","12307","11494","16375","12675","20925","12789","29035","11654","47797","7452","35764","5764","19700","4839","19057","3553","17261","1624","11389","318","2954","1","121","0","0","0","0","20230803"
"202307","2호선","신촌","63","4","7820","2930","15244","16185","37851","37771","54211","79923","39942","94675","38216","65802","46611","61123","59383","67253","63850","77058","63683","64561","72999","62359","84511","66230","100256","85637","96459","115246","67739","76704","69578","45944","76434","40856","72747","36374","34708","25576","5475","6424","2","147","0","0","0","0","20230803"
"202307","2호선","아현","40","0","5536","963","10977","5983","30413","11011","42572","21598","23853","13253","18331","10281","16778","10109","17746","11486","16357","13039","15084","13823","16515","15952","20930","18009","19669","23883","19802","34278","12517","25364","9549","16679","7044","16228","5079","15421","1933","9430","349","2491","0","55","0","0","0","0","20230803"
"202307","2호선","양천구청","25","0","4916","1073","12211","2513","32917","4992","29491","9591","17002","5369","11483","4926","10235","5385","10598","6909","9421","8106","7627","8358","7329","10486","8763","12793","9028","18808","9215","29600","4550","24363","2929","14112","2578","13379","2519","11602","762","8564","137","2560","0","24","0","0","0","0","20230803"
"202307","2호선","역삼","28","1","3652","7309","9254","42442","16046","154474","26887","373514","25046","310177","26032","131533","35216","68525","42330","61530","49992","66434","59291","51740","80322","44951","102188","43695","225765","52668","290405","61286","154761","38140","89914","23828","84452","20302","56308","17656","21395","10808","3433","3254","1","29","0","0","0","0","20230803"
"202307","2호선","영등포구청","26","1","5913","3255","13691","13569","39878","38380","47749","120235","29517","51057","21983","26090","23359","23570","25342","24066","25971","26392","28032","24250","29366","24673","35625","28315","55042","37511","101761","55700","35035","36410","26932","22524","25734","20636","19174","18989","9062","12739","1487","4404","2","163","1","1","0","0","20230803"
"202307","2호선","왕십리(성동구청)","893","5","7049","1131","9858","7298","25669","13943","44614","27181","28837","18578","19141","15154","19266","16223","21969","18449","22262","19563","21946","19762","23902","21114","28864","25379","33093","35193","34374","55634","21928","33846","21517","21516","24660","19494","24692","18931","13554","12725","2270","5006","0","100","0","0","0","0","20230803"
"202307","2호선","용답","3","1","2388","406","3349","1177","8475","1803","13676","3256","7376","2493","4831","2336","4193","2508","4437","2607","4280","2973","3851","3291","3712","4149","4467","5403","4608","6544","3772","11255","2343","7448","1880","4936","1384","6042","1019","5737","452","3467","120","1101","0","0","0","0","0","0","20230803"
"202307","2호선","용두(동대문구청)","34","0","1235","145","1906","1035","5520","2899","9666","5829","5255","3727","4122","3315","3820","3240","3948","3225","3953","3901","3919","3657","3997","4234","4713","4231","4956","4911","5659","8290","2717","5593","1871","3256","1511","3210","898","2456","343","1538","61","575","0","8","0","0","0","0","20230803"
"202307","2호선","을지로3가","13","2","1326","1756","2758","19708","6693","74585","12777","179628","15870","71824","21130","32420","25253","27709","26545","26278","29099","29598","32254","26611","37298","25095","46720","29060","94640","34747","145201","39959","56378","25490","42762","15573","46153","13983","39016","12516","22483","8043","3635","2088","1","91","0","0","0","0","20230803"
"202307","2호선","을지로4가","7","0","1098","1258","1985","13944","5832","36720","11160","77643","12958","38540","15178","24515","18429","23539","19293","21434","21453","20514","23547","19039","25656","17598","32968","17523","59597","18362","68718","18669","29014","12547","18150","9440","15153","8664","9869","8675","5125","5692","897","1802","0","24","0","0","0","0","20230803"
"202307","2호선","을지로입구","66","2","2821","3161","4180","28401","11124","135685","18867","340744","24843","162879","31808","83997","42840","71609","47370","65185","58988","68967","67502","59876","80884","58105","97771","59711","174902","65498","290560","66701","129569","41175","119598","28285","81635","25992","64539","22011","25929","13159","3460","5226","3","770","0","0","0","0","20230803"
"202307","2호선","이대","32","0","3921","898","9634","6266","28937","13333","38483","42197","23261","30600","18858","24219","21297","21624","25624","25035","25052","25110","23878","23467","27146","23900","29516","25744","41127","32671","34425","45893","21998","32885","18112","22435","17790","22555","14441","22817","5506","16755","802","4578","0","108","0","0","0","0","20230803"
"202307","2호선","잠실(송파구청)","45","3","13173","5065","50309","33732","120593","79372","165472","184916","119197","168535","81911","130115","83221","128866","94018","128373","104530","127268","114532","125054","136746","135991","166386","149065","204891","182294","242364","238480","162158","155440","172062","103207","164686","93838","105875","88815","32486","46560","4477","9038","1","168","0","0","0","0","20230803"
"202307","2호선","잠실나루","29","0","3536","2885","12947","15357","38176","23483","47412","39880","30724","25880","24434","19618","24030","17243","24123","20782","22301","21403","22524","19838","25054","19788","33309","21473","38432","27895","31243","39880","15932","28947","11819","18989","8740","17823","6583","17825","2780","9261","425","2709","4","30","0","0","0","0","20230803"
"202307","2호선","잠실새내","43","0","5947","894","18406","9935","57618","16608","78871","29949","51161","31904","34031","26149","33478","28645","35572","32899","34983","37078","32400","38949","36804","44835","40709","50969","42982","64878","44752","91149","32711","60216","29939","38290","28681","33709","28672","32624","16525","17579","2531","4559","0","78","0","0","0","0","20230803"
"202307","2호선","종합운동장","7","0","1640","899","6618","8600","17160","16289","23504","26049","17119","14953","13689","11118","11591","10634","13092","14809","12363","17481","15953","19714","17565","34149","22321","65699","19672","85095","25259","62064","20088","23038","32398","12111","60380","12078","64567","11584","19965","6541","397","1698","1","88","0","0","0","0","20230803"
"202307","2호선","충정로(경기대입구)","27","0","3165","1024","6851","8276","16010","22569","21736","62088","14936","27434","11551","13007","12080","10336","12871","11215","13193","12991","13797","11665","14722","11685","17759","13038","30982","16692","48274","22427","15510","15103","10683","10271","9744","10125","7273","9620","3210","5986","688","1892","0","59","0","0","0","0","20230803"
"202307","2호선","한양대","5","2","1008","483","2518","6409","5599","10801","8934","40310","6317","45894","6507","18301","10227","12045","12637","17593","15199","18269","13478","12705","16617","11300","23525","10303","36079","10900","33583","11993","15230","7535","10547","5973","11566","5789","8235","5629","4057","3818","849","1264","1","16","0","0","0","0","20230803"
"202307","2호선","합정","75","10","10829","3133","19115","14318","44314","33871","54248","97730","36997","86976","27065","53834","29945","51392","36823","54902","40978","62448","44294","55900","48958","57657","57341","66620","79160","87626","118016","118046","77783","80615","66337","43955","74914","35977","69861","32865","36821","22698","6415","8093","2","282","0","0","0","0","20230803"
"202307","2호선","홍대입구","989","20","31565","3648","33225","17550","62179","39033","80183","103208","60716","124039","54560","104130","62550","128651","73170","153931","85637","168662","95280","159281","115608","159424","141795","168904","169690","194296","198986","231645","162943","171368","166574","103018","198591","83914","194164","70019","97872","51187","12540","18462","9","1894","0","0","0","0","20230803"
"202307","3호선","가락시장","52","5","3032","643","7312","6335","21727","12408","21947","27924","15901","15160","14252","10444","13957","10622","13537","11802","13221","11884","13066","12194","14443","13792","15335","15187","21568","18728","28102","25105","11994","17594","9473","11974","8636","10394","5791","9774","2286","5483","303","1878","3","54","0","1","0","0","20230803"
"202307","3호선","경복궁(정부서울청사)","78","0","2589","1833","6278","14810","14311","40524","20952","125843","19741","74875","19114","48210","26340","46293","32334","42950","38357","46141","43980","38908","51073","33100","61348","32229","81087","33353","112745","34674","44123","21708","35742","12615","35171","10698","23067","10662","8839","5628","967","1564","0","37","0","0","0","0","20230803"
"202307","3호선","경찰병원","17","1","3053","243","8414","3453","22657","9316","26321","29465","15320","14768","11492","8716","10233","6820","9694","8252","9724","9450","9651","8882","10980","9029","10721","9923","16293","15329","20865","22516","7130","17271","6122","10654","4955","9407","3316","8696","1189","5079","143","1467","0","0","0","0","0","0","20230803"
"202307","3호선","고속터미널","147","3","5176","4149","7109","35044","27245","47390","46565","76091","53247","95894","57416","100217","70887","110381","84789","103330","94273","103121","105851","106329","121107","109101","135037","106336","147300","112828","141883","117182","119603","73758","131615","47266","82615","37044","52260","26249","19011","12402","1830","1896","1","5","0","0","0","0","20230803"
"202307","3호선","교대(법원.검찰청)","85","2","1740","742","4588","6823","10147","21454","15179","49587","13011","38499","14510","16895","17944","12184","20506","11818","24171","11688","27721","10693","29226","9899","31724","10956","50565","15877","71200","19802","32294","10760","28127","6241","28982","4996","25763","4716","8877","2608","1353","783","0","1","0","0","0","0","20230803"
"202307","3호선","구파발","112","3","12210","1658","34427","10912","85016","22306","80908","30608","45689","27289","31987","29125","30925","27051","31407","28317","29860","30813","30484","30444","34539","30922","40031","37605","39710","45919","32334","76261","20692","63899","18495","36262","16001","32218","12400","28923","3440","20323","566","8122","1","241","0","0","0","0","20230803"
"202307","3호선","금호","62","2","4666","581","10898","2624","26146","4577","37539","8713","23470","6720","14620","6532","12287","6946","12294","8396","11473","9545","9896","9900","9695","12338","11219","15330","11493","20425","11567","29918","7623","20979","5824","14874","4449","13065","3536","13040","1508","6557","260","1627","0","0","0","0","0","0","20230803"
"202307","3호선","남부터미널(예술의전당)","18","1","3145","1314","9655","26168","29682","63432","45125","151360","36470","85165","34341","46978","38535","37571","39551","38213","41928","44566","41743","43304","46610","42871","59681","44351","102603","52996","130981","59760","59048","40071","41841","24961","37267","19292","29670","15659","9307","9345","866","2445","1","2","0","0","0","0","20230803"
"202307","3호선","녹번","75","5","9753","671","26119","3799","73533","7911","79488","17423","44469","10785","27678","10022","22632","10756","22809","12820","21334","13993","17689","15918","16684","19822","17308","25705","17920","35276","20708","63997","10247","52004","8002","30743","6285","27909","4377","25000","1653","15001","205","4028","0","0","0","0","0","0","20230803"
"202307","3호선","대청","67","1","4036","1032","11558","7175","28853","18614","35895","27201","20747","13699","16457","9746","15282","8698","14718","10679","15042","11486","14414","12022","16813","14056","20425","15117","25053","20266","25924","30263","12089","22937","8617","15885","6594","14915","5132","16333","1695","8843","204","2640","0","6","0","0","0","0","20230803"
"202307","3호선","대치","13","0","3258","694","13124","8323","26320","22410","26186","30461","16762","21502","14411","15822","14326","14424","17394","18665","18025","22012","16548","18848","18873","19395","21086","23407","33531","29961","29882","32107","18174","22289","14277","13584","18562","12801","35092","11898","3429","6702","448","2038","0","0","0","0","0","0","20230803"
"202307","3호선","도곡","48","2","709","393","2775","5326","8807","12820","10787","20686","7045","16146","5634","7187","6191","6982","6454","6302","7121","6550","7336","6278","8902","6251","11730","6323","17207","8298","18260","10182","9110","7470","6254","4847","5630","4399","4383","4288","1200","2430","167","1530","0","205","0","0","0","0","20230803"
"202307","3호선","독립문","239","3","5170","821","6126","6048","15017","14241","18658","20420","14818","15538","12581","12645","13993","9603","14216","10460","12941","11230","12981","10724","14258","11218","15379","12558","15883","13928","16082","16574","7474","13236","5656","8883","4775","7834","3268","7063","993","4475","149","2028","1","604","0","0","0","0","20230803"
"202307","3호선","동대입구","7","1","1763","1221","2989","12770","5931","20163","8574","55805","7445","34874","6785","17817","9820","16436","10811","17043","11636","15504","14861","13171","16323","11626","28228","11886","33629","14471","46338","16262","18755","10368","13787","6375","14129","5919","16101","4364","3605","2973","388","1049","1","69","0","0","0","0","20230803"
"202307","3호선","매봉","7","0","1907","741","6870","9551","16813","25046","20660","76519","14312","32927","12665","15708","13217","14156","14218","13517","14792","13886","16713","12378","19323","12693","22231","13674","40058","19260","63707","24172","20828","16429","15743","9833","16990","8560","10397","8325","3195","4564","378","1388","1","30","0","0","0","0","20230803"
"202307","3호선","무악재","24","1","2162","137","6025","1480","16839","3237","20090","5500","11914","3378","8549","3480","7160","3597","6699","4167","5874","4720","5234","5232","5250","6716","5602","8312","6707","10996","7068","17494","3345","13880","2599","8829","1933","8081","1425","7244","606","4845","100","1317","0","0","0","0","0","0","20230803"
"202307","3호선","불광","47","0","9887","1310","20183","5462","51282","11074","62557","32113","36785","26782","26316","22802","24242","23424","25577","25998","25064","29241","24520","27097","26428","29887","28298","33540","28639","40377","30912","62407","16911","47853","14417","28214","11635","25947","7988","23110","3423","13509","494","4407","3","3","0","0","0","0","20230803"
"202307","3호선","수서","175","0","4679","2219","12477","18148","36587","35730","46447","55609","31694","34132","32633","24134","26734","20522","31767","25433","32035","23727","21777","23825","33058","28264","36879","32706","44814","38973","51037","52740","25140","39482","22938","26643","16610","24311","15968","22536","7928","8911","986","3292","0","199","0","0","0","0","20230803"
"202307","3호선","신사","65","5","4455","1732","7279","18185","11815","43230","17386","101565","15710","133685","18821","68074","24362","49469","29244","44970","33918","48472","41664","45356","48413","40317","58387","44301","86472","53083","125192","66009","86306","35176","60934","18298","63591","14689","55055","11685","24771","8209","3471","3215","0","14","0","0","0","0","20230803"
"202307","3호선","안국","15","0","1812","1768","2861","23559","6460","89542","10299","119919","12596","81395","16490","58753","24065","60432","34384","50976","39110","48760","46882","43851","58153","37000","78286","34208","117655","32280","120108","28167","53174","14637","45116","7875","38415","6504","21044","5923","6539","3430","672","1009","0","1","0","0","0","0","20230803"
"202307","3호선","압구정","47","0","3004","2403","8596","23842","16090","51288","24945","159029","21042","160335","25425","84313","32680","69000","40617","56027","46969","60223","53105","52291","63662","49938","74974","48661","104049","58515","147405","60925","98869","34200","77204","17669","58919","14629","43494","12101","13482","6569","2232","2126","0","223","0","0","0","0","20230803"
"202307","3호선","약수","121","5","6855","1179","10993","6684","26407","14812","38945","34265","27980","21506","19337","15572","18319","15808","20553","16040","20533","16392","19104","18200","20106","19758","22596","23617","27265","29739","32915","43118","19205","27158","15591","18844","15631","16739","11949","15846","5513","9360","806","3461","5","473","0","0","0","0","20230803"
"202307","3호선","양재(서초구청)","63","2","5080","2986","14120","41424","34701","107627","44295","236851","32014","116131","29275","55169","32474","46125","36761","41062","41225","46541","44881","39723","54062","39436","68125","43926","125239","61816","193691","76419","83535","50658","60902","32098","58451","29035","39232","25659","13225","13917","1408","3699","0","21","0","0","0","0","20230803"
"202307","3호선","연신내","223","8","26711","1919","49772","12521","121085","21600","140832","36680","82464","35757","56464","35269","52899","35940","58098","38918","51991","41467","47153","43272","48567","52564","55904","62858","51652","81329","47857","128302","33591","109940","28190","64133","24742","58844","20321","51961","9585","33794","1355","10783","0","68","0","0","0","0","20230803"
