"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202305","2호선","강남","150","7","9632","10795","19191","53703","40958","152542","65158","299089","53351","301099","53969","148843","68971","104562","85112","99473","100182","113991","111753","103228","134773","100127","161515","106823","240773","135835","314131","179695","205810","107276","162813","60000","187945","50132","168682","43408","78032","25065","13548","7771","12","182","0","0","0","0","20230603"
"202305","2호선","강변(동서울터미널)","38","1","8465","2474","28636","25628","79149","26677","120111","45600","87839","38589","68142","37759","58348","35820","54931","41893","51356","45595","46431","51217","48467","61090","53192","67881","58539","84014","65031","111499","48613","79064","39132","54459","31419","47811","22385","44739","9004","23912","1085","6289","2","141","0","0","0","0","20230603"
"202305","2호선","건대입구","360","14","18776","1817","23202","16375","54613","26592","92625","65216","64819","54426","41804","47970","40197","50361","47866","58325","51823","63410","53547","63622","59027","69919","69082","82394","80671","113165","91818","162460","69773","111130","72786","69758","81424","64042","84857","56326","55136","35772","9378","12215","7","883","0","0","0","0","20230603"
"202305","2호선","교대(법원.검찰청)","17","0","3011","7132","11953","27355","26897","60874","38363","158179","30581","140444","28637","69072","32701","59275","35122","52933","42762","57389","50550","51503","55453","48357","57732","51224","94399","64853","133313","74308","63954","43531","53818","26684","56271","24561","44951","23705","16676","13062","3325","3840","3","75","0","0","0","0","20230603"
"202305","2호선","구로디지털단지","297","31","39339","5003","55943","20340","144430","81100","187696","224986","119237","142597","72182","60369","64007","45024","69469","48079","68422","60162","61347","57838","65158","67124","79623","80659","131026","110036","206689","163778","101988","135372","66279","88988","56679","87135","42636","84709","19268","52172","3391","14898","5","637","0","0","0","0","20230603"
"202305","2호선","구의(광진구청)","43","4","13812","1524","28115","18667","69426","16765","117203","39091","72334","24031","38966","20741","32298","20154","33746","22161","32577","27032","28911","28649","28931","36567","38187","43167","38550","58903","43873","92508","24303","68362","19059","46222","17538","45186","15836","42000","8542","24658","1294","7853","9","154","0","0","0","0","20230603"
"202305","2호선","낙성대(강감찬)","52","2","11890","2308","27825","10888","85581","20810","127911","41737","81979","35172","46570","30892","39268","25097","42430","28116","41631","30262","36789","32220","37682","37118","43034","44778","48103","61777","52025","100439","30028","85272","24838","57764","22741","54801","17549","56827","9603","35643","1738","10571","3","427","1","3","0","0","20230603"
"202305","2호선","당산","24","3","7100","3500","17362","13853","47074","29923","59179","78375","38857","38376","27256","19732","24924","18466","26062","20452","24505","23912","21915","23596","23413","28228","28604","34194","44003","50836","60198","76752","28568","51485","22569","34312","22297","34781","19414","31594","9114","20984","1393","5653","4","332","0","0","0","0","20230603"
"202305","2호선","대림(구로구청)","693","49","33627","3595","32045","11248","69899","23524","94716","56035","64368","37102","41147","32247","36026","34808","36776","33851","35644","34140","33437","34048","34968","42468","38241","51199","45079","62818","52536","70580","28445","55217","21784","40587","16751","49795","12019","46503","5881","23080","875","6363","3","274","0","0","0","0","20230603"
"202305","2호선","도림천","1","0","378","392","1241","1040","3226","4003","3699","5225","2010","2073","1899","1615","1786","1264","2256","1821","1767","1602","1993","1804","2351","1819","2954","1820","2816","2067","3440","3103","1558","2473","1026","1680","753","1492","500","1223","171","975","39","239","0","8","0","0","0","0","20230603"
"202305","2호선","동대문역사문화공원(DDP)","205","1","5554","1454","4450","9539","7641","23934","12866","50096","14333","32887","15099","31476","19310","32092","21241","30821","24353","32231","28669","32261","34824","30320","42918","28983","46813","31016","47973","34720","31441","30737","25460","23405","26367","20100","20538","17108","11276","11104","2185","3942","4","130","0","0","0","0","20230603"
"202305","2호선","뚝섬","15","0","3416","2394","8514","18885","18415","40438","26154","133708","18047","90811","15502","43819","17619","36081","21933","37548","26329","39152","31387","35093","39467","36352","50685","36962","77530","40427","129564","48199","67697","27813","49411","15506","43883","13424","29043","12004","11064","7747","1709","2940","5","51","0","0","0","0","20230603"
"202305","2호선","문래","12","0","4176","2174","14533","11012","44461","36766","51345","125118","29650","60960","21406","25505","21123","22663","24880","25719","25198","27625","25084","24846","27799","26974","34037","31657","56969","40120","103494","58425","39182","40575","27271","23357","28456","19935","22732","17798","10890","11227","1738","3632","1","192","0","1","0","0","20230603"
"202305","2호선","방배","2","1","2930","2698","9780","13799","23635","28557","32820","79049","26397","60775","21002","38498","22811","28916","24527","30024","27287","27496","31454","27354","34570","25332","42279","27409","52338","34118","69547","39377","32541","27173","25725","18294","25813","16778","21866","17905","8884","10169","1773","3139","3","84","0","1","0","0","20230603"
"202305","2호선","봉천","130","2","15461","1832","30835","7307","85184","13438","121472","24983","76947","21412","43893","19233","35294","21833","36527","23155","36199","25533","31324","28679","29807","38017","31831","43702","31536","56008","32216","87842","20560","74892","17218","47166","15232","45404","11171","43474","4921","26325","884","8537","4","424","0","0","0","0","20230603"
"202305","2호선","사당","112","7","12738","4539","29734","37339","78309","50523","101851","70021","76731","53266","52505","46158","46284","54343","53612","55733","54729","53700","58210","53362","60196","63876","65708","82741","79330","120566","97774","168760","67468","116039","64511","73546","69283","68686","65441","70104","34710","41188","5890","12376","18","995","0","1","0","0","20230603"
"202305","2호선","삼성(무역센터)","167","0","4510","5060","7000","42241","14570","142623","20244","339655","21311","250769","25246","114169","37776","87409","49167","79745","63935","88212","80513","75702","104510","64754","131703","62189","222199","64676","311741","63067","153403","36381","121325","19404","107822","15649","67321","12653","19129","6915","2630","4506","1","1108","0","1","0","0","20230603"
"202305","2호선","상왕십리","33","1","5930","731","14982","6948","41512","13679","66485","32900","37765","18535","23834","13623","20697","12770","21888","15003","20855","16370","18848","17821","20369","21253","22170","26019","26033","34433","27755","53225","19317","36164","12934","24351","11458","23159","8119","22423","3156","13605","555","4500","1","44","0","0","0","0","20230603"
"202305","2호선","서울대입구(관악구청)","4569","22","28461","2882","46435","15507","130421","30288","174572","69730","121346","67060","72331","59595","62330","47626","69115","52274","69930","59011","64416","57865","70157","67961","77803","79273","89162","107380","93660","174663","57696","138777","50010","91189","51761","85214","46761","85907","25541","52232","4406","19966","2","3070","0","0","0","0","20230603"
"202305","2호선","서초","12","0","1929","4629","9384","22141","19065","51731","29292","111448","28842","91867","21350","44845","28601","33545","27903","24749","34365","26807","36010","24198","42547","20787","47922","22880","69555","25682","93075","28300","44852","19461","31918","11963","30728","11414","19709","11308","6905","6109","1028","1684","0","54","0","0","0","0","20230603"
"202305","2호선","선릉","154","4","5148","6370","11938","43329","22096","120812","35476","273404","33504","222090","37861","105688","47384","63925","56815","58278","65722","67138","74448","55181","95121","50308","121081","49268","191820","55209","286101","59321","145291","37206","94622","23455","91076","20935","77115","18830","28517","11257","4235","5190","1","201","0","0","0","0","20230603"
"202305","2호선","성수","77","2","5802","3800","10003","31894","23552","73438","32362","251619","25460","151280","23103","75683","26852","64217","33511","66694","42172","73302","50167","70190","62253","68613","78056","67697","129442","69938","239400","75051","119615","44498","86958","23121","73337","18048","51485","15688","20922","11333","3057","6655","2","892","0","0","0","0","20230603"
"202305","2호선","시청","73","1","780","1893","2342","18803","5528","71168","8536","213878","12130","88328","17082","34489","24518","31336","25590","30679","31464","33601","37947","27659","46370","24363","56074","22428","104724","24276","165222","22972","61561","12027","48175","8109","43481","8229","27712","7742","10408","5042","1345","1711","2","90","0","1","0","0","20230603"
"202305","2호선","신답","12","0","1250","346","2082","700","6427","1014","11269","1921","4793","1149","2743","1128","2261","1204","2224","1538","2138","1705","1779","2052","1922","2836","2290","3732","2228","4592","2180","9449","1223","6757","785","3572","639","3888","528","3286","170","2086","42","566","0","6","0","0","0","0","20230603"
"202305","2호선","신당","18","1","6426","1266","12364","9060","29803","17774","49416","32965","29739","23294","21154","19166","19850","21141","22853","22137","23381","23843","22915","23989","23836","26096","28230","31030","31434","39108","33681","54951","24140","36720","18835","23827","17760","20774","16630","20548","8081","11956","1343","4093","1","53","0","0","0","0","20230603"
"202305","2호선","신대방","153","0","24724","2166","36760","10212","94178","16247","135562","26958","84462","20041","47927","19024","39481","19854","39237","23920","36551","26749","32159","29899","31170","39589","33493","47629","34611","63899","33958","94041","21617","83388","17103","58152","13762","61806","10544","57992","5474","33290","1005","9903","1","431","0","0","0","0","20230603"
"202305","2호선","신도림","4015","24","36388","5474","53459","22700","139923","44710","148061","107639","94233","69910","65585","63180","63016","61500","70449","65460","70934","71089","71157","64771","75879","74052","84903","87707","101353","118323","121778","172920","73423","124243","64746","76698","64689","72085","47320","69452","22024","53558","2934","23337","13","2674","0","0","0","0","20230603"
"202305","2호선","신림","228","6","40307","4504","73646","19049","191325","28612","276914","44747","170440","44197","96346","43074","80851","46789","84634","53898","79569","59861","73180","65059","70587","83057","75666","100762","80138","137204","80968","227498","56234","199191","48948","131446","45937","125977","40760","120715","23243","75976","4604","23550","10","786","1","1","0","0","20230603"
"202305","2호선","신설동","82","1","1459","310","1649","2125","4695","5176","8504","13947","5828","8755","4997","7851","6272","6856","7703","6947","7649","7667","8084","6315","8882","6184","9597","5468","12181","6082","12894","7600","5256","5344","3540","4037","2994","3665","2056","3558","799","2496","131","826","0","141","0","0","0","0","20230603"
"202305","2호선","신정네거리","69","1","9134","920","19473","3398","51848","5430","46967","11642","26945","8612","18562","7568","16046","9262","16998","10783","15137","12308","12744","13170","11700","18125","12759","22633","12995","31502","11894","49057","7858","36748","5744","21416","4752","19733","3622","18075","1611","12407","304","3585","0","222","0","0","0","0","20230603"
"202305","2호선","신촌","94","7","9799","2962","15795","16195","38093","37758","55406","88662","41339","100031","39901","76600","47565","67262","59424","68471","65437","77188","67251","66393","78099","62392","93815","66570","108510","89903","106228","118453","75270","77624","79164","46797","85539","41883","87511","36531","44409","25785","7585","7802","7","151","0","0","0","0","20230603"
"202305","2호선","아현","36","1","5587","1066","11278","6220","30722","12868","43156","22933","25106","13418","18893","13233","16866","11392","18071","13498","17556","13911","16508","14880","17486","17016","23706","19166","21438","25675","21922","34851","13985","25659","10612","17103","8367","17721","6532","16539","2684","10009","421","3079","2","25","0","0","0","0","20230603"
"202305","2호선","양천구청","7","1","4973","1066","12683","2653","35636","5357","31572","9675","19762","5499","12977","5087","11419","5594","11561","7287","10055","8737","7995","9244","8184","11468","8981","14392","9565","20697","9188","30237","4390","25749","3347","15109","2840","14142","2509","12118","862","9297","170","3085","0","29","0","0","0","0","20230603"
"202305","2호선","역삼","41","2","3745","6160","9332","42666","16058","149450","26300","359961","24294","299505","25356","129931","34357","67904","41665","59387","49189","64364","57793","51857","78199","47115","96681","43984","207975","51237","273300","59289","150552","36860","89553","23383","83759","20070","58381","16820","22107","10492","3644","3428","0","119","0","0","0","0","20230603"
"202305","2호선","영등포구청","50","3","6045","3845","13555","14476","39856","38632","48295","120155","31159","51102","24493","26701","24877","25182","27180","25606","27959","27930","28672","26939","30321","26870","35829","30518","53899","38228","99116","54817","36870","37337","27700","23309","26035","21493","20073","19388","9288","13513","1534","4975","6","302","0","0","0","0","20230603"
"202305","2호선","왕십리(성동구청)","921","7","7137","1159","10476","7552","26552","14828","45958","30181","30233","20391","20537","16051","20013","16546","23474","19268","24064","20330","23143","20127","25575","22181","33154","26514","36377","36917","37257","55128","24674","34898","23925","23276","27107","20750","27287","20382","17104","13801","3657","5722","2","60","0","0","0","0","20230603"
"202305","2호선","용답","2","0","2249","361","3497","1363","8861","1920","13413","4301","7434","6500","5218","3876","4230","2974","5016","3453","4881","4405","4481","3720","4991","4635","6569","6018","6062","7188","4619","11058","2891","7455","2255","5320","1689","6229","1405","5969","625","3592","165","1087","0","0","0","0","0","0","20230603"
"202305","2호선","용두(동대문구청)","44","0","1340","113","1968","1067","5314","2778","9107","5776","5145","3584","4187","3483","3997","3343","4089","3384","4304","4230","4212","4165","4550","4563","4923","4605","5246","4858","5620","7939","2697","5526","1785","3243","1549","3093","969","2415","357","1567","57","560","0","13","0","0","0","0","20230603"
"202305","2호선","을지로3가","21","0","1369","1719","2759","18478","6481","70560","12704","174710","17110","69612","20921","32839","23838","27783","25459","27066","28573","29827","33580","25954","37553","25277","44891","28325","88706","33637","138139","40121","57821","25154","43139","16078","46391","13283","41026","11904","23932","7731","3807","2108","4","106","0","0","0","0","20230603"
"202305","2호선","을지로4가","17","1","1084","1303","2133","13735","5626","36258","10308","77627","12002","39383","14708","26274","17847","25947","19641","23750","22048","22371","24644","20864","27637","19253","33535","18698","57183","19480","67254","19508","30036","12811","19163","8633","16145","8398","11375","7728","5633","5555","984","1628","0","21","0","1","0","0","20230603"
"202305","2호선","을지로입구","69","1","2655","3101","4531","27738","11412","128830","19515","329712","27001","161237","33202","75805","42103","71180","46072","63653","58778","64695","66860","57213","80302","57216","94447","57696","165824","64848","279658","65103","126436","40959","111890","28518","81093","25883","63369","22270","26063","13197","3495","4963","2","863","0","0","0","0","20230603"
"202305","2호선","이대","35","4","4100","941","9547","6558","28707","16399","38129","46312","24566","63301","20212","45908","22517","31572","30633","34153","30298","36523","30411","27794","40991","29187","43733","29028","54303","37300","47872","49987","28215","33753","26362","23977","27261","23904","19984","23528","7630","18169","1083","5149","0","126","0","0","0","0","20230603"
"202305","2호선","잠실(송파구청)","103","14","13957","5114","50654","38537","120887","83694","169121","190128","126178","167620","85722","117203","84001","118334","94283","117146","104217","121364","114190","119743","139905","129959","161056","146338","194431","183901","235349","235559","161031","155692","166227","100587","152451","96852","107727","90345","32739","48110","4757","11181","8","348","0","2","0","0","20230603"
"202305","2호선","잠실나루","28","0","3365","2262","12996","14637","39817","23640","48426","38720","32490","25641","25931","19563","25328","17669","24536","21662","22214","22080","22942","20822","26166","21035","33435","23164","37939","29455","31580","40548","16023","29460","12476","19948","9134","19116","6665","18674","2994","10340","463","3357","2","88","0","0","0","0","20230603"
"202305","2호선","잠실새내","38","1","5717","886","18625","10061","59560","18146","83194","29324","54330","30623","36074","24302","33735","27357","34727","32172","34838","36109","31980","37985","34736","44074","37778","52355","40913","65976","43636","87498","33192","60793","29292","38032","27577","34369","29089","33128","16332","17545","2782","5820","2","149","0","0","0","0","20230603"
"202305","2호선","종합운동장","15","2","1582","798","6675","10498","17306","22117","23620","32083","17047","16823","12774","13645","11939","12100","14515","22931","15580","33456","13637","18349","17613","26649","26644","41691","39431","75373","21914","90259","26068","27024","19872","12400","83148","12297","62226","11702","4794","6311","472","1898","1","115","0","2","0","0","20230603"
"202305","2호선","충정로(경기대입구)","20","1","3488","931","6531","8513","16099","23787","22585","60499","15488","27559","11906","12980","12460","10983","12938","11467","13681","12941","13685","12525","15035","12513","18372","13824","30797","17027","47028","21970","15799","15225","10677","10428","10027","10919","7416","9952","3221","6827","664","2189","3","73","0","0","0","0","20230603"
"202305","2호선","한양대","8","0","1481","459","2693","7075","5811","14312","8929","65818","6671","62512","8399","58650","13614","20599","19661","39956","18296","29819","26479","24225","32524","16335","46126","15703","58258","19869","40239","24772","21368","13352","19651","8725","22906","7203","17276","7040","17455","4758","3655","1658","2","14","0","0","0","0","20230603"
"202305","2호선","합정","107","6","11212","3361","19460","14717","44330","34602","54680","98829","38482","90434","29648","54880","31692","52576","37926","54136","41741","61453","44347","56119","48075","56582","56502","66096","78475","85965","118458","116275","77650","79349","65925","45056","73551","37728","67513","33231","35505","24225","6031","8493","7","397","0","1","0","0","20230603"
"202305","2호선","홍대입구","1303","29","33275","3670","33178","19355","64565","41179","82228","110277","62630","142464","56520","108316","62958","123821","73878","141534","86910","155569","95006","147258","117741","149222","146517","160785","172666","195112","196144","233885","159960","169992","162036","105274","188102","88008","186691","72978","99755","54086","13006","19255","12","2048","0","0","0","0","20230603"
"202305","3호선","가락시장","60","4","3144","563","7572","6214","20920","12353","22574","28566","16697","15448","15126","10915","14349","11400","14279","12128","13873","12394","13668","12761","14851","14689","16005","15788","21632","19519","28648","24816","12092","17947","9245","11934","8410","10710","5939","9971","2366","5996","361","2151","3","54","0","0","0","0","20230603"
"202305","3호선","경복궁(정부서울청사)","50","1","2674","1844","6391","15073","14226","45830","21174","136587","20841","104295","20463","70085","28583","62038","38692","54052","47171","54223","57432","45186","70811","39468","82143","37474","96411","39959","117353","43088","51067","27069","47182","14373","48143","11513","29857","11104","10641","6355","1149","1708","0","38","1","0","0","0","20230603"
"202305","3호선","경찰병원","14","0","2982","274","8153","3343","23287","8847","26597","27622","15786","14834","12122","8677","10798","7136","9941","8135","10109","9559","9822","9081","10605","9112","10318","10568","15724","15846","19812","21939","7421","17761","6129","10597","5256","9484","3309","9249","1179","5512","137","1660","0","0","0","0","0","0","20230603"
"202305","3호선","고속터미널","126","0","5381","4442","7717","39274","28315","54151","47677","80395","54453","100327","59448","101672","70867","109852","84803","104410","93299","106608","107813","111360","120727","114164","132472","113717","147625","118658","145226","121482","129339","78539","145967","48584","102069","37333","61957","26893","25937","13821","2482","2494","0","0","1","1","0","0","20230603"
"202305","3호선","교대(법원.검찰청)","94","2","1774","771","4703","7341","11160","22225","15623","49235","14019","38942","15132","17500","18840","12654","21400","11822","25785","12260","29450","11380","30613","10866","32826","11554","50134","17618","69963","21388","32411","11387","29496","6529","30744","5501","26957","5063","9195","2733","1385","879","0","2","0","0","0","0","20230603"
"202305","3호선","구파발","88","1","12041","1443","35684","10802","87779","24889","82753","32286","49430","28491","34934","29825","32179","26073","33592","27669","31305","29417","31013","31111","34840","31423","39807","39948","39793","47738","32236","76016","21040","64188","17686","37167","15383","34379","11888","30288","3813","21164","593","9007","5","583","0","0","0","0","20230603"
"202305","3호선","금호","33","1","4716","591","11246","2522","27629","4493","38165","8544","24222","6670","15602","6580","13267","7050","13091","8397","12097","10125","10782","10994","10307","13547","11146","16405","11869","21131","11890","30201","8009","21549","5960","15407","4711","13774","3860","13457","1610","7285","296","1987","0","0","0","0","0","0","20230603"
"202305","3호선","남부터미널(예술의전당)","14","0","3039","1552","10265","28055","31476","66880","46449","155768","38495","85058","36613","48668","39649","37293","41095","39100","43956","45660","44044","45399","48819","45047","62295","49158","101448","56819","131882","65810","62603","43016","46191","27168","42966","20482","32935","16175","10648","10327","846","2765","0","4","0","0","0","0","20230603"
"202305","3호선","녹번","61","2","10381","617","27091","3707","75378","8002","80243","18076","48175","11415","30179","10307","25387","11198","24998","14036","22237","14753","18915","17000","18180","22357","19050","29261","19262","38290","21239","63581","10713","53696","8248","32374","6578","29631","4732","27449","1770","16339","239","4574","0","0","0","0","0","0","20230603"
"202305","3호선","대청","63","1","4020","1064","11605","7463","29965","18992","36268","26782","21239","12567","15987","8723","14606","8376","14745","10260","15011","11367","13801","12140","16809","14684","21696","16637","25472","20974","25358","29602","12017","23373","8628","16350","6631","15126","4960","16708","1749","9416","219","2943","0","1","0","0","0","0","20230603"
"202305","3호선","대치","9","0","3152","752","13595","8367","28068","20332","29486","27732","19333","18347","15831","14221","14817","13355","16555","16748","16661","21299","15591","19614","18190","21327","19376","28888","29814","32753","28719","33043","18049","23657","13859","14310","17744","13454","35561","12347","3573","7485","473","2610","0","2","0","0","0","0","20230603"
"202305","3호선","도곡","45","3","732","339","3085","5635","9594","14106","12158","20872","8238","16332","6481","8105","6322","7842","6962","6881","7383","7573","7727","7218","9668","7283","13851","7772","17677","9313","17809","10401","9584","8215","6614","5233","5580","4588","4662","4716","1126","2838","166","1962","1","321","0","0","0","0","20230603"
"202305","3호선","독립문","238","6","5146","845","6238","5892","16118","15953","18885","21058","15253","19947","13464","20156","13805","14496","15619","12423","15337","13639","15977","13211","17970","13303","18492","14368","18435","14974","17451","17155","8710","13824","6891","9674","5420","8319","3715","7905","1304","4803","154","2318","0","727","0","0","0","0","20230603"
"202305","3호선","동대입구","9","3","1782","1105","2978","10513","6021","17316","8570","62066","7916","42643","8504","38055","12304","30859","12999","23885","17498","26049","22933","21441","23777","20509","31416","20022","40266","22877","49241","24677","23960","12422","24768","7266","24418","6449","23018","5104","6899","3005","802","1052","1","84","0","0","0","0","20230603"
"202305","3호선","매봉","15","0","1829","739","7093","8863","17995","24411","22289","73111","16026","32823","13685","15946","13625","13928","13762","13162","14352","13287","16486","12932","18760","13297","21562","14714","38422","20526","60120","24527","21059","16448","16087","10658","17173","9007","10379","8913","3517","4983","377","1637","1","68","0","0","0","0","20230603"
"202305","3호선","무악재","29","3","2167","141","6341","1527","17298","3225","20701","6431","12745","4152","8738","4181","7452","4042","7101","4621","6484","5329","5953","5955","5337","7462","6016","9056","6706","11199","7321","16839","3444","14487","2670","9168","2038","8412","1490","7565","598","5191","101","1443","0","0","0","0","0","0","20230603"
"202305","3호선","불광","46","1","10269","1193","21513","5473","53701","11631","63306","32160","38796","30442","28379","26065","26250","25374","27376","26918","27155","30077","26440","29410","28852","32926","30676","36761","30210","42698","30905","61999","17802","49727","14778","30214","12270","27183","8542","23856","3657","14901","485","4844","0","1","0","0","0","0","20230603"
"202305","3호선","수서","190","1","5022","2513","12799","19213","37472","38549","48293","54724","33926","35190","33646","25045","27182","20973","33731","26416","30375","24125","23923","25266","35645","29563","39272","33738","46047","40641","52575","52770","24209","39933","25364","28158","16568","25512","17272","23429","7341","9728","751","3769","2","305","0","1","0","0","20230603"
"202305","3호선","신사","52","5","4428","1765","7205","17605","11828","42519","18118","98415","16112","129601","19821","68032","25007","48619","29399","46141","33830","49558","41001","45861","48218","42980","57481","45905","85098","53465","123198","66835","88253","35746","61288","18992","63244","14998","53688","11996","24185","8732","3223","3487","2","1","0","0","0","0","20230603"
"202305","3호선","안국","22","0","1685","1705","3053","23178","6297","89453","10492","122192","13559","88743","15870","70174","24030","72843","34929","60453","42935","57817","56081","53336","70351","44045","89446","39632","119499","36747","124277","31943","58566","15810","49612","8236","45089","6968","25370","5905","7785","3280","828","1001","0","0","0","0","0","0","20230603"
"202305","3호선","압구정","60","3","2962","2229","8882","25591","17182","51840","26539","147133","23188","153202","27266","81101","33354","64975","39268","52004","44233","56429","52249","50814","61082","49915","73329","50806","95192","59005","138114","60769","95760","35055","74751","18347","56265","14779","41332","12622","13469","7383","1871","2430","0","236","0","0","0","0","20230603"
"202305","3호선","약수","90","1","6863","1215","11363","6988","27276","17062","39624","33285","29180","21842","20837","15864","19529","15731","20945","16176","21793","16935","19720","18752","20983","20751","24234","24843","27523","30035","33141","43005","20043","28427","16245","19512","16232","17768","12114","16683","5430","9961","796","3747","0","530","0","0","0","0","20230603"
"202305","3호선","양재(서초구청)","97","1","5491","2695","14724","43283","35897","110521","46116","233128","34404","117440","31492","58223","34221","47833","39330","43910","43855","49947","48112","41827","56846","43216","73022","45817","122965","66265","191369","76492","86133","52366","63754","34422","60384","31901","40324","27991","13707","15181","1446","4340","0","20","1","1","0","0","20230603"
